Mapping Acoustic Frictional Properties of Self-Lubricating Epoxy-Coated Bearing Steel with Acoustic Emissions during Friction Test,"This work investigates the stick–slip phenomenon during sliding motion between solid lubricant-impregnated epoxy polymer-coated steel bars and AISI 52,100 steel balls. An acoustic sensor detected the stick–slip phenomenon during the tribo-pair interaction. The wear characteristics of the workpiece coated with different epoxy coatings were observed and scrutinized. The RMS values of the acoustic sensor were correlated with the frictional coefficient to develop a standard based on the acoustic sensor, leading to the detection of the stick–slip phenomenon. As per the findings, the acoustic waveform remained relatively similar to the friction coefficient observed during the study and can be used effectively in detecting the stick–slip phenomenon between steel and polymer interaction. This work will be highly beneficial in industrial and automotive applications with a significant interaction of polymer and steel surfaces.
Full article",3
A Kinetic Study of a Photo-Oxidation Reaction between α-Terpinene and Singlet Oxygen in a Novel Oscillatory Baffled Photo Reactor,"By planting LEDs on the surfaces of orifice baffles, a novel batch oscillatory baffled photoreactor (OBPR) together with polymer-supported Rose Bengal (Ps-RB) beads are here used to investigate the reaction kinetics of a photo-oxidation reaction between α-terpinene and singlet oxygen (1O2). In the mode of NMR data analysis that is widely used for this reaction, α-terpinene and ascaridole are treated as a reaction pair, assuming kinetically singlet oxygen is in excess or constant. We have, for the first time, here examined the validity of the method, discovered that increasing α-terpinene initially leads to an increase in ascaridole, indicating that the supply of singlet oxygen is in excess. Applying a kinetic analysis, a pseudo-first-order reaction kinetics is confirmed, supporting this assumption. We have subsequently initiated a methodology of estimating the 1O2 concentrations based on the proportionality of ascaridole concentrations with respect to its maximum under these conditions. With the help of the estimated singlet oxygen data, the efficiency of 1O2 utilization and the photo efficiency of converting molecular oxygen to 1O2 are further proposed and evaluated. We have also identified conditions under which a further increase in α-terpinene has caused decreases in ascaridole, implying kinetically that 1O2 has now become a limiting reagent, and the method of treating α-terpinene and ascaridole as a reaction pair in the data analysis would no longer be valid under those conditions.
Full article",3
Nested Contrastive Boundary Learning: Point Transformer Self-Attention Regularization for 3D Intracranial Aneurysm Segmentation,"In 3D segmentation, point-based models excel but face difficulties in precise class delineation at class intersections, an inherent challenge in segmentation models. This is particularly critical in medical applications, influencing patient care and surgical planning, where accurate 3D boundary identification is essential for assisting surgery and enhancing medical training through advanced simulations. This study introduces the Nested Contrastive Boundary Learning Point Transformer (NCBL-PT), specially designed for 3D point cloud segmentation. NCBL-PT employs contrastive learning to improve boundary point representation by enhancing feature similarity within the same class. NCBL-PT incorporates a border-aware distinction within the same class points, allowing the model to distinctly learn from both points in proximity to the class intersection and from those beyond. This reduces semantic confusion among the points of different classes in the ambiguous class intersection zone, where similarity in features due to proximity could lead to incorrect associations. The model operates within subsampled point clouds at each encoder block stage of the point transformer architecture. It applies self-attention with k = 16 nearest neighbors to local neighborhoods, aligning with NCBL calculations for consistent self-attention regularization in local contexts. NCBL-PT improves 3D segmentation at class intersections, as evidenced by a 3.31% increase in Intersection over Union (IOU) for aneurysm segmentation compared to the base point transformer model.
Full article",3
ARSIP: Automated Robotic System for Industrial Painting,"This manuscript addresses the critical need for precise paint application to ensure product durability and aesthetics. While manual work carries risks, robotic systems promise accuracy, yet programming diverse product trajectories remains a challenge. This study aims to develop an autonomous system capable of generating paint trajectories based on object geometries for user-defined spraying processes. By emphasizing energy efficiency, process time, and coating thickness on complex surfaces, a hybrid optimization technique enhances overall efficiency. Extensive hardware and software development results in a robust robotic system leveraging the Robot Operating System (ROS). Integrating a low-cost 3D scanner, calibrator, and trajectory optimizer creates an autonomous painting system. Hardware components, including sensors, motors, and actuators, are seamlessly integrated with a Python and ROS-based software framework, enabling the desired automation. A web-based GUI, powered by JavaScript, allows user control over two robots, facilitating trajectory dispatch, 3D scanning, and optimization. Specific nodes manage calibration, validation, process settings, and real-time video feeds. The use of open-source software and an ROS ecosystem makes it a good choice for industrial-scale implementation. The results indicate that the proposed system can achieve the desired automation, contingent upon surface geometries, spraying processes, and robot dynamics.
Full article",3
A National Innovation System Concept-Based Analysis of Autonomous Vehicles’ Potential in Reaching Zero-Emission Fleets,"Change management for technology adoption in the transportation sector is often used to address long-term challenges characterized by complexity, uncertainty, and ambiguity. Especially when technology is still evolving, an analysis of these challenges can help explore different alternative future pathways. Therefore, the analysis of development trajectories, correlations between key system variables, and the rate of change within the entire road transportation system can guide action toward sustainability. By adopting the National Innovation System concept, we evaluated the possibilities of an autonomous vehicle option to reach a zero-emission fleet. A case-specific analysis was conducted to evaluate the industry capacities, performance of R&D organizations, main objectives of future market-oriented reforms in the power sector, policy implications, and other aspects to gain insightful perspectives. Environmental insights for transportation sector scenarios in 2021, 2030, and 2050 were explored and analyzed using the COPERT v5.5.1 software program. This study offers a new perspective for road transport decarbonization research and adds new insights to the obtained correlation between the NIS dynamics and achievement of sustainability goals. In 2050, it is expected to achieve 100% carbon neutrality in the PC segment and ~85% in the HDV segment. Finally, four broad conclusions emerged from this research as a consequence of the analysis.
Full article",3
Exploiting PlanetScope Imagery for Volcanic Deposits Mapping,"During explosive eruptions, tephra fallout represents one of the main volcanic hazards and can be extremely dangerous for air traffic, infrastructures, and human health. Here, we present a new technique aimed at identifying the area covered by tephra after an explosive event, based on processing PlanetScope imagery. We estimate the mean reflectance values of the visible (RGB) and near infrared (NIR) bands, analyzing pre- and post-eruptive data in specific areas and introducing a new index, which we call the ‘Tephra Fallout Index (TFI)’. We use the Google Earth Engine computing platform and define a threshold for the TFI of different eruptive events to distinguish the areas affected by the tephra fallout and quantify the surface coverage density. We apply our technique to the eruptive events occurring in 2021 at Mt. Etna (Italy), which mainly involved the eastern flank of the volcano, sometimes two or three times within a day, making field surveys difficult. Whenever possible, we compare our results with field data and find an optimal match. This work could have important implications for the identification and quantification of short-term volcanic hazard assessments in near real-time during a volcanic eruption, but also for the mapping of other hazardous events worldwide.
                            Full article",3
High Affinity of Nanoparticles and Matrices Based on Acid-Base Interaction for Nanoparticle-Filled Membrane,"The introduction of nanoparticles into the polymer matrix is a useful technique for creating highly functional composite membranes. Our research focuses on the development of nanoparticle-filled proton exchange membranes (PEMs). PEMs play a crucial role in efficiently controlling the electrical energy conversion process by facilitating the movement of specific ions. This is achieved by creating functionalized nanoparticles with polymer coatings on their surfaces, which are then combined with resins to create proton-conducting membranes. In this study, we prepared PEMs by coating the surfaces of silica nanoparticles with acidic polymers and integrating them into a basic matrix. This process resulted in the formation of a direct bond between the nanoparticles and the matrix, leading to composite membranes with a high dispersion and densely packed nanoparticles. This fabrication technique significantly improved mechanical strength and retention stability, resulting in high-performance membranes. Moreover, the proton conductivity of these membranes showed a remarkable enhancement of more than two orders of magnitude compared to the pristine basic matrix, reaching 4.2 × 10−4 S/cm at 80 °C and 95% relative humidity.
                            Full article",3
Multistage Malware Detection Method for Backup Systems,"This paper proposes an innovative solution to address the challenge of detecting latent malware in backup systems. The proposed detection system utilizes a multifaceted approach that combines similarity analysis with machine learning algorithms to improve malware detection. The results demonstrate the potential of advanced similarity search techniques, powered by the Faiss model, in strengthening malware discovery within system backups and network traffic. Implementing these techniques will lead to more resilient cybersecurity practices, protecting essential systems from hidden malware threats. This paper’s findings underscore the potential of advanced similarity search techniques to enhance malware discovery in system backups and network traffic, and the implications of implementing these techniques include more resilient cybersecurity practices and protecting essential systems from malicious threats hidden within backup archives and network data. The integration of AI methods improves the system’s efficiency and speed, making the proposed system more practical for real-world cybersecurity. This paper’s contribution is a novel and comprehensive solution designed to detect latent malware in backups, preventing the backup of compromised systems. The system comprises multiple analytical components, including a system file change detector, an agent to monitor network traffic, and a firewall, all integrated into a central decision-making unit. The current progress of the research and future steps are discussed, highlighting the contributions of this project and potential enhancements to improve cybersecurity practices.
                            Full article",3
Angle Calculus-Based Thrust Force Determination on the Blades of a 10 kW Wind Turbine,"In this article, the behavior of the thrust force on the blades of a 10 kW wind turbine was obtained by considering the characteristic wind speed of the Isthmus of Tehuantepec. Analyzing mechanical forces is essential to efficiently and safely design the different elements that make up the wind turbine because the thrust forces are related to the location point and the blade rotation. For this reason, the thrust force generated in each of the three blades of a low-power wind turbine was analyzed. The angular position (θ) of each blade varied from 0° to 120°, the blades were segmented (r), and different wind speeds were tested, such as cutting, design, average, and maximum. The results demonstrate that the thrust force increases proportionally with increasing wind speed and height, but it behaves differently on each blade segment and each angular position. This method determines the angular position and the exact blade segment where the smallest and the most considerable thrust force occurred. Blade 1, positioned at an angular position of 90°, is the blade most affected by the thrust force on P15. When the blade rotates 180°, the thrust force decreases by 9.09 N; this represents a 66.74% decrease. In addition, this study allows the designers to know the blade deflection caused by the thrust force. This information can be used to avoid collision with the tower. The thrust forces caused blade deflections of 10% to 13% concerning the rotor radius used in this study. These results guarantee the operation of the tested generator under their working conditions.
                            Full article",3
Energy Efficiency in Additive Manufacturing: Condensed Review,"Today, it is significant that the use of additive manufacturing (AM) has growing in almost every aspect of the daily life. A high number of sectors are adapting and implementing this revolutionary production technology in their domain to increase production volumes, reduce the cost of production, fabricate light weight and complex parts in a short period of time, and respond to the manufacturing needs of customers. It is clear that the AM technologies consume energy to complete the production tasks of each part. Therefore, it is imperative to know the impact of energy efficiency in order to economically and properly use these advancing technologies. This paper provides a holistic review of this important concept from the perspectives of process, materials science, industry, and initiatives. The goal of this research study is to collect and present the latest knowledge blocks related to the energy consumption of AM technologies from a number of recent technical resources. Overall, they are the collection of surveys, observations, experimentations, case studies, content analyses, and archival research studies. The study highlights the current trends and technologies associated with energy efficiency and their influence on the AM community.
                            Full article",3
Parametric Metamodeling Based on Optimal Transport Applied to Uncertainty Evaluation,"When training a parametric surrogate to represent a real-world complex system in real time, there is a common assumption that the values of the parameters defining the system are known with absolute confidence. Consequently, during the training process, our focus is directed exclusively towards optimizing the accuracy of the surrogate’s output. However, real physics is characterized by increased complexity and unpredictability. Notably, a certain degree of uncertainty may exist in determining the system’s parameters. Therefore, in this paper, we account for the propagation of these uncertainties through the surrogate using a standard Monte Carlo methodology. Subsequently, we propose a novel regression technique based on optimal transport to infer the impact of the uncertainty of the surrogate’s input on its output precision in real time. The OT-based regression allows for the inference of fields emulating physical reality more accurately than classical regression techniques, including advanced ones.
                            Full article",3
An Optimum Load Forecasting Strategy (OLFS) for Smart Grids Based on Artificial Intelligence,"Recently, the application of Artificial Intelligence (AI) in many areas of life has allowed raising the efficiency of systems and converting them into smart ones, especially in the field of energy. Integrating AI with power systems allows electrical grids to be smart enough to predict the future load, which is known as Intelligent Load Forecasting (ILF). Hence, suitable decisions for power system planning and operation procedures can be taken accordingly. Moreover, ILF can play a vital role in electrical demand response, which guarantees a reliable transitioning of power systems. This paper introduces an Optimum Load Forecasting Strategy (OLFS) for predicting future load in smart electrical grids based on AI techniques. The proposed OLFS consists of two sequential phases, which are: Data Preprocessing Phase (DPP) and Load Forecasting Phase (LFP). In the former phase, an input electrical load dataset is prepared before the actual forecasting takes place through two essential tasks, namely feature selection and outlier rejection. Feature selection is carried out using Advanced Leopard Seal Optimization (ALSO) as a new nature-inspired optimization technique, while outlier rejection is accomplished through the Interquartile Range (IQR) as a measure of statistical dispersion. On the other hand, actual load forecasting takes place in LFP using a new predictor called the Weighted K-Nearest Neighbor (WKNN) algorithm. The proposed OLFS has been tested through extensive experiments. Results have shown that OLFS outperforms recent load forecasting techniques as it introduces the maximum prediction accuracy with the minimum root mean square error.
                            Full article",3
A Comprehensive Performance Analysis of a 48-Watt Transformerless DC-DC Boost Converter Using a Proportional–Integral–Derivative Controller with Special Attention to Inductor Design and Components Reliability,"In this research paper, a comprehensive performance analysis was carried out for a 48-watt transformerless DC-DC boost converter using a Proportional–Integral–Derivative (PID) controller through dynamic modeling. In a boost converter, the optimal design of the magnetic element plays an important role in efficient energy transfer. This research paper emphasizes the design of an inductor using the Area Product Technique (APT) to analyze factors such as area product, window area, number of turns, and wire size. Observations were made by examining its response to changes in load current, supply voltage, and load resistance at frequency levels of 100 and 500 kHz. Moreover, this paper extended its investigation by analyzing the failure rates and reliability of active and passive components in a 48-watt boost converter, providing valuable insights about failure behavior and reliability. Frequency domain analysis was conducted to assess the controller’s stability and robustness. The results conclusively underscore the benefits of incorporating the designed PID controller in terms of achieving the desired regulation and rapid response to disturbances at 100 and 500 kHz. The findings emphasize the outstanding reliability of the inductor, evident from the significantly low failure rates in comparison to other circuit components. Conversely, the research also reveals the inherent vulnerability of the switching device (MOSFET), characterized by a higher failure rate and lower reliability. The MATLAB® Simulink platform was utilized to investigate the results.
                            Full article",3
Comprehensive Study of Compression and Texture Integration for Digital Imaging and Communications in Medicine Data Analysis,"In response to the COVID-19 pandemic and its strain on healthcare resources, this study presents a comprehensive review of various techniques that can be used to integrate image compression techniques and statistical texture analysis to optimize the storage of Digital Imaging and Communications in Medicine (DICOM) files. In evaluating four predominant image compression algorithms, i.e., discrete cosine transform (DCT), discrete wavelet transform (DWT), the fractal compression algorithm (FCA), and the vector quantization algorithm (VQA), this study focuses on their ability to compress data while preserving essential texture features such as contrast, correlation, angular second moment (ASM), and inverse difference moment (IDM). A pivotal observation concerns the direction-independent Grey Level Co-occurrence Matrix (GLCM) in DICOM analysis, which reveals intriguing variations between two intermediate scans measured with texture characteristics. Performance-wise, the DCT, DWT, FCA, and VQA algorithms achieved minimum compression ratios (CRs) of 27.87, 37.91, 33.26, and 27.39, respectively, with maximum CRs at 34.48, 68.96, 60.60, and 38.74. This study also undertook a statistical analysis of distinct CT chest scans from COVID-19 patients, highlighting evolving texture patterns. Finally, this work underscores the potential of coupling image compression and texture feature quantification for monitoring changes related to human chest conditions, offering a promising avenue for efficient storage and diagnostic assessment of critical medical imaging.
                            Full article",3
Attention-Based Ensemble Network for Effective Breast Cancer Classification over Benchmarks,"Globally, breast cancer (BC) is considered a major cause of death among women. Therefore, researchers have used various machine and deep learning-based methods for its early and accurate detection using X-ray, MRI, and mammography image modalities. However, the machine learning model requires domain experts to select an optimal feature, obtains a limited accuracy, and has a high false positive rate due to handcrafting features extraction. The deep learning model overcomes these limitations, but these models require large amounts of training data and computation resources, and further improvement in the model performance is needed. To do this, we employ a novel framework called the Ensemble-based Channel and Spatial Attention Network (ECS-A-Net) to automatically classify infected regions within BC images. The proposed framework consists of two phases: in the first phase, we apply different augmentation techniques to enhance the size of the input data, while the second phase includes an ensemble technique that parallelly leverages modified SE-ResNet50 and InceptionV3 as a backbone for feature extraction, followed by Channel Attention (CA) and Spatial Attention (SA) modules in a series manner for more dominant feature selection. To further validate the ECS-A-Net, we conducted extensive experiments between several competitive state-of-the-art (SOTA) techniques over two benchmarks, including DDSM and MIAS, where the proposed model achieved 96.50% accuracy for the DDSM and 95.33% accuracy for the MIAS datasets. Additionally, the experimental results demonstrated that our network achieved a better performance using various evaluation indicators, including accuracy, sensitivity, and specificity among other methods.
                            Full article",3
"A Review of Machine Learning and Deep Learning for Object Detection, Semantic Segmentation, and Human Action Recognition in Machine and Robotic Vision","Machine vision, an interdisciplinary field that aims to replicate human visual perception in computers, has experienced rapid progress and significant contributions. This paper traces the origins of machine vision, from early image processing algorithms to its convergence with computer science, mathematics, and robotics, resulting in a distinct branch of artificial intelligence. The integration of machine learning techniques, particularly deep learning, has driven its growth and adoption in everyday devices. This study focuses on the objectives of computer vision systems: replicating human visual capabilities including recognition, comprehension, and interpretation. Notably, image classification, object detection, and image segmentation are crucial tasks requiring robust mathematical foundations. Despite the advancements, challenges persist, such as clarifying terminology related to artificial intelligence, machine learning, and deep learning. Precise definitions and interpretations are vital for establishing a solid research foundation. The evolution of machine vision reflects an ambitious journey to emulate human visual perception. Interdisciplinary collaboration and the integration of deep learning techniques have propelled remarkable advancements in emulating human behavior and perception. Through this research, the field of machine vision continues to shape the future of computer systems and artificial intelligence applications.
                            Full article",3
Comparison of Shallow (−20 °C) and Deep Cryogenic Treatment (−196 °C) to Enhance the Properties of a Mg/2wt.%CeO2 Nanocomposite,"Magnesium and its composites have been used in various applications owing to their high specific strength properties and low density. However, the application is limited to room-temperature conditions owing to the lack of research available on the ability of magnesium alloys to perform in sub-zero conditions. The present study attempted, for the first time, the effects of two cryogenic temperatures (−20 °C/253 K and −196 °C/77 K) on the physical, thermal, and mechanical properties of a Mg/2wt.%CeO2 nanocomposite. The materials were synthesized using the disintegrated melt deposition method followed by hot extrusion. The results revealed that the shallow cryogenically treated (refrigerated at −20 °C) samples display a reduction in porosity, lower ignition resistance, similar microhardness, compressive yield, and ultimate strength and failure strain when compared to deep cryogenically treated samples in liquid nitrogen at −196 °C. Although deep cryogenically treated samples showed an overall edge, the extent of the increase in properties may not be justified, as samples exposed at −20 °C display very similar mechanical properties, thus reducing the overall cost of the cryogenic process. The results were compared with the data available in the open literature, and the mechanisms behind the improvement of the properties were evaluated.
                            Full article",3
